# Android SDK 34 - @RequiresPermission Annotations
# Total methods: 2085
# Format: class_name | method_name | permissions

android.accessibilityservice.AccessibilityService|dispatchGesture|android.permission.USE_FINGERPRINT
android.media.BlockingFocusResultReceiver|registerAudioPolicy|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|setFocusRequestResult|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|unregisterAudioPolicy|android.permission.MODIFY_AUDIO_ROUTING
android.media.BlockingFocusResultReceiver|unregisterAudioPolicyAsync|android.permission.MODIFY_AUDIO_ROUTING
android.media.Builder|build|android.permission.CAPTURE_AUDIO_HOTWORD, android.permission.RECORD_AUDIO
android.media.Builder|replaceFlags|android.permission.CAPTURE_AUDIO_HOTWORD
android.media.Builder|setContentType|android.permission.MODIFY_AUDIO_ROUTING
android.media.Builder|shareAudioHistory|android.permission.CAPTURE_AUDIO_HOTWORD
android.media.CallIRedirectionClientInfo|onModeChanged|android.permission.CALL_AUDIO_INTERCEPTION
android.media.CallInjectionModeChangedListener|cancelMuteAwaitConnection|android.permission.MODIFY_AUDIO_ROUTING
android.media.CallInjectionModeChangedListener|muteAwaitConnection|android.permission.MODIFY_AUDIO_ROUTING
android.media.CommunicationDeviceDispatcherStub|isPstnCallAudioInterceptable|android.permission.CALL_AUDIO_INTERCEPTION
android.media.DeviceVolumeDispatcherStub|addOnDeviceVolumeBehaviorChangedListener|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.DeviceVolumeDispatcherStub|baseSetDeviceAbsoluteMultiVolumeBehavior|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|register|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|removeOnDeviceVolumeBehaviorChangedListener|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.DeviceVolumeDispatcherStub|setDeviceAbsoluteMultiVolumeAdjustOnlyBehavior|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|setDeviceAbsoluteMultiVolumeBehavior|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|setDeviceAbsoluteVolumeAdjustOnlyBehavior|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|setDeviceAbsoluteVolumeBehavior|android.permission.BLUETOOTH_PRIVILEGED, android.permission.MODIFY_AUDIO_ROUTING
android.media.DeviceVolumeDispatcherStub|setDeviceVolume|android.permission.MODIFY_AUDIO_ROUTING, android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.DeviceVolumeDispatcherStub|volumeBehaviorName|android.permission.MODIFY_AUDIO_ROUTING, android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.EventHandler|createByCodecNameForClient|android.permission.MEDIA_RESOURCE_OVERRIDE_PID
android.media.IDevicesForAttributesCallbackStub|addOnDevicesForAttributesChangedListener|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.IDevicesForAttributesCallbackStub|forceComputeCsdOnAllDevices|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|forceUseFrameworkMel|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|getCsd|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|getRs2Value|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|handleBluetoothActiveDeviceChanged|android.permission.BLUETOOTH_STACK
android.media.IDevicesForAttributesCallbackStub|isCsdEnabled|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|isFullVolumeDevice|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE, android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|removeOnDevicesForAttributesChangedListener|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.IDevicesForAttributesCallbackStub|setAdditionalOutputDeviceDelay|android.permission.MODIFY_AUDIO_ROUTING
android.media.IDevicesForAttributesCallbackStub|setCsd|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|setDeviceVolumeBehavior|android.permission.MODIFY_AUDIO_ROUTING, android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|setRs2Value|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.IDevicesForAttributesCallbackStub|setTestDeviceConnectionState|android.permission.MODIFY_AUDIO_ROUTING
android.media.IDevicesForAttributesCallbackStub|setWiredDeviceConnectionState|android.permission.MODIFY_AUDIO_ROUTING
android.media.IDevicesForAttributesCallbackStub|setWiredDeviceConnectionState|android.permission.MODIFY_AUDIO_ROUTING
android.media.MediaRouter2|getInstance|android.permission.MEDIA_CONTENT_CONTROL
android.media.MediaRouter2|setRouteVolume|android.permission.MEDIA_CONTENT_CONTROL
android.media.MediaRouter2|startScan|android.permission.MEDIA_CONTENT_CONTROL
android.media.MediaRouter2|stopScan|android.permission.MEDIA_CONTENT_CONTROL
android.media.MediaRouter2|transfer|android.permission.MEDIA_CONTENT_CONTROL
android.media.ModeDispatcherStub|setA2dpSuspended|android.permission.BLUETOOTH_STACK
android.media.ModeDispatcherStub|setBluetoothHeadsetProperties|android.permission.BLUETOOTH_STACK
android.media.ModeDispatcherStub|setHfpEnabled|android.permission.BLUETOOTH_STACK
android.media.ModeDispatcherStub|setHfpSamplingRate|android.permission.BLUETOOTH_STACK
android.media.ModeDispatcherStub|setHfpVolume|android.permission.BLUETOOTH_STACK
android.media.ModeDispatcherStub|setLeAudioSuspended|android.permission.BLUETOOTH_STACK
android.media.MuteAwaitConnectionCallback|addAssistantServicesUids|android.permission.MODIFY_AUDIO_ROUTING
android.media.MuteAwaitConnectionCallback|clearPreferredMixerAttributes|android.permission.MODIFY_AUDIO_SETTINGS
android.media.MuteAwaitConnectionCallback|getSupportedMixerAttributes|android.permission.MODIFY_AUDIO_ROUTING
android.media.MuteAwaitConnectionCallback|registerMuteAwaitConnectionCallback|android.permission.MODIFY_AUDIO_ROUTING
android.media.MuteAwaitConnectionCallback|removeAssistantServicesUids|android.permission.MODIFY_AUDIO_ROUTING
android.media.MuteAwaitConnectionCallback|setActiveAssistantServiceUids|android.permission.MODIFY_AUDIO_ROUTING
android.media.MuteAwaitConnectionCallback|setPreferredMixerAttributes|android.permission.MODIFY_AUDIO_SETTINGS
android.media.MuteAwaitConnectionCallback|unregisterMuteAwaitConnectionCallback|android.permission.MODIFY_AUDIO_ROUTING
android.media.PreferredMixerAttributesDispatcherStub|isBluetoothVariableLatencyEnabled|android.permission.MODIFY_AUDIO_ROUTING
android.media.PreferredMixerAttributesDispatcherStub|setBluetoothVariableLatencyEnabled|android.permission.MODIFY_AUDIO_ROUTING
android.media.PreferredMixerAttributesDispatcherStub|supportsBluetoothVariableLatency|android.permission.MODIFY_AUDIO_ROUTING
android.media.RingtoneManager|ensureDefaultRingtones|android.permission.WRITE_SETTINGS
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_PHONE_STATE
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_AUDIO_ROUTING, android.permission.MODIFY_PHONE_STATE
android.media.ServiceEventHandlerDelegate|requestAudioFocus|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.Spatializer|addCompatibleAudioDevice|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|hasHeadTracker|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|headtrackingModeToString|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|isAvailableForDevice|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|isHeadTrackerEnabled|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|removeCompatibleAudioDevice|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|setEnabled|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.Spatializer|setHeadTrackerEnabled|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|addOnHeadTrackingModeChangedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|clearOnHeadToSoundstagePoseUpdatedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|clearOnSpatializerOutputChangedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|getEffectParameter|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|recenterHeadTracker|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|removeOnHeadTrackingModeChangedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|setDesiredHeadTrackingMode|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|setEffectParameter|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|setGlobalTransform|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|setOnHeadToSoundstagePoseUpdatedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.SpatializerInfoDispatcherStub|setOnSpatializerOutputChangedListener|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.StrategyNonDefaultDevicesDispatcherStub|addOnPreferredDevicesForCapturePresetChangedListener|android.permission.MODIFY_AUDIO_ROUTING
android.media.StrategyNonDefaultDevicesDispatcherStub|clearPreferredDevicesForCapturePreset|android.permission.MODIFY_AUDIO_ROUTING
android.media.StrategyNonDefaultDevicesDispatcherStub|getPreferredDevicesForCapturePreset|android.permission.MODIFY_AUDIO_ROUTING
android.media.StrategyNonDefaultDevicesDispatcherStub|removeOnPreferredDevicesForCapturePresetChangedListener|android.permission.MODIFY_AUDIO_ROUTING
android.media.StrategyNonDefaultDevicesDispatcherStub|setPreferredDeviceForCapturePreset|android.permission.MODIFY_AUDIO_ROUTING
android.media.StreamAliasingDispatcherStub|addOnStreamAliasingChangedListener|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.StreamAliasingDispatcherStub|isVolumeControlUsingVolumeGroups|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.StreamAliasingDispatcherStub|removeOnStreamAliasingChangedListener|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.StreamAliasingDispatcherStub|setNotifAliasRingForTest|android.permission.MODIFY_AUDIO_SETTINGS_PRIVILEGED
android.media.VolumeGroupCallback|setMultiAudioFocusEnabled|android.permission.MODIFY_AUDIO_ROUTING
android.media.audiofx.Descriptor|isEffectSupportedForDevice|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.audiofx.SourceDefaultEffect|release|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.audiofx.StreamDefaultEffect|release|android.permission.MODIFY_DEFAULT_AUDIO_EFFECTS
android.media.audiopolicy.Builder|sendFocusLoss|android.permission.MODIFY_AUDIO_ROUTING
android.media.musicrecognition.MusicRecognitionManager|beginStreamingSearch|android.permission.MANAGE_MUSIC_RECOGNITION
android.media.session.MediaSessionManager|addOnMediaKeyEventDispatchedListener|android.permission.MEDIA_CONTENT_CONTROL
android.media.session.MediaSessionManager|removeOnMediaKeyEventDispatchedListener|android.permission.MEDIA_CONTENT_CONTROL
android.media.session.MediaSessionManager|setOnMediaKeyListener|android.permission.SET_MEDIA_KEY_LISTENER
android.media.session.MediaSessionManager|setOnVolumeKeyLongPressListener|android.permission.SET_VOLUME_KEY_LONG_PRESS_LISTENER
android.media.soundtrigger.Injection|triggerRestart|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|attachInstrumentation|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|getModelState|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|getModuleProperties|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|getParameter|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|isRecognitionActive|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|loadSoundModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|queryParameter|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|setParameter|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|startRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|stopRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.Model|unloadSoundModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.at|createSoundTriggerDetector|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.at|deleteModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.at|getModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.at|updateModel|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.should|startRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.soundtrigger.should|stopRecognition|android.permission.MANAGE_SOUND_TRIGGER
android.media.tv.HardwareCallback|acquireTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|acquireTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|acquireTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|addBlockedRating|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.HardwareCallback|captureFrame|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|getAvailableExtensionInterfaceNames|android.permission.TIS_EXTENSION_INTERFACE
android.media.tv.HardwareCallback|getAvailableTvStreamConfigList|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|getClientPid|android.permission.TUNER_RESOURCE_ACCESS
android.media.tv.HardwareCallback|getClientPriority|android.permission.TUNER_RESOURCE_ACCESS
android.media.tv.HardwareCallback|getClientPriority|android.permission.TUNER_RESOURCE_ACCESS
android.media.tv.HardwareCallback|getCurrentTunedInfos|android.permission.ACCESS_TUNED_INFO
android.media.tv.HardwareCallback|getDvbDeviceList|android.permission.DVB_DEVICE
android.media.tv.HardwareCallback|getExtensionInterface|android.permission.TIS_EXTENSION_INTERFACE
android.media.tv.HardwareCallback|getHardwareList|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|getTvContentRatingSystemList|android.permission.READ_CONTENT_RATING_SYSTEMS
android.media.tv.HardwareCallback|isSingleSessionActive|android.permission.CAPTURE_TV_INPUT
android.media.tv.HardwareCallback|notifyPreviewProgramAddedToWatchNext|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|notifyPreviewProgramBrowsableDisabled|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|notifyWatchNextProgramBrowsableDisabled|android.permission.NOTIFY_TV_INPUTS
android.media.tv.HardwareCallback|openDvbDevice|android.permission.DVB_DEVICE
android.media.tv.HardwareCallback|releaseTvInputHardware|android.permission.TV_INPUT_HARDWARE
android.media.tv.HardwareCallback|removeBlockedRating|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.HardwareCallback|setParentalControlsEnabled|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.TvInputCallback|onCurrentTunedInfosUpdated|android.permission.ACCESS_TUNED_INFO
android.media.tv.TvView|setMain|android.permission.CHANGE_HDMI_CEC_ACTIVE_SOURCE
android.media.tv.TvView|unblockContent|android.permission.MODIFY_PARENTAL_CONTROLS
android.media.tv.tuner.Frontend|openDescrambler|android.permission.ACCESS_TV_DESCRAMBLER
android.media.tv.tuner.Frontend|openSharedFilter|android.permission.ACCESS_TV_SHARED_FILTER
android.media.tv.tuner.Tuner|getFrontendInfoListInternal|android.permission.ACCESS_TV_TUNER
android.media.tv.tuner.Tuner|hasUnusedFrontend|android.permission.TUNER_RESOURCE_ACCESS
android.media.tv.tuner.Tuner|updateResourcePriority|android.permission.TUNER_RESOURCE_ACCESS
android.media.used|register|android.permission.MODIFY_AUDIO_ROUTING, android.permission.QUERY_AUDIO_STATE
android.media.voice.KeyphraseModelManager|deleteKeyphraseSoundModel|android.permission.MANAGE_VOICE_KEYPHRASES
android.media.voice.KeyphraseModelManager|getKeyphraseSoundModel|android.permission.MANAGE_VOICE_KEYPHRASES
